title,synopsis,genres,episodes,score,characters
X (TV),"His destiny has finally arrived as the young Shirou Kamui returns to Tokyo after 6 years. A powerful psychic, Kamui vows to protect the happiness of his childhood friends Fuuma and Kotori, even if it means avoiding them. But fate is cruel, whether or not Kamui wants to be involved; he holds the future of the world in his hands, given the choice of becoming a Dragon of Heaven or a Dragon of Earth. The Seven Seals gather, and so do the Seven Angels; all individuals who have their destiny carved out as one who would battle for the fate of the world. What future will Kamui choose to become reality?","Action, Drama, Fantasy, Romance",24.0,69,"Subaru Sumeragi, Hokuto Sumeragi, Kamui Shirou, Seiichiro Aoki, Fuuma Monou, Karen Kasumi, Kotori Monou, Satsuki Yatouji, Kakyo Kuzuki, Hinoto, Arashi Kishu, Daisuke Saiki, Kanoe, Nataku, Kusanagi Shiyu, Yuzuriha Nekoi, Sorata Arisugawa, Yuto Kigai, Seishirou Sakurazuka"
Mahou Sensei Negima!,"10-year old Negi Springfield is a wizard-in-training, and needs only to pass one more test in order to become a Master Wizard. Unfortunately, his final task is a bizarre one- to become a English teacher at an all-females boarding school. As soon as he arrives, he completely embarasses one of his students, Asuna Kagurazaka, and replaces the teacher she loves, which garners her hatred. To make matters worse, Asuna learns that Negi is a wizard,and promises to tell unless he helps her out. But, unfortunately, circumstances force them to work together to do many things, from fighting evil wizards to helping the class pass their final exam, with a lot of humor, magic, and romances thrown in.
<br><br>
(Source: Anime News Network)","Comedy, Ecchi, Fantasy, Romance",26.0,65,"Fate Averruncus, Makie Sasaki, Konoka Konoe, Setsuna Sakurazaki, Nodoka Miyazaki, Ayaka Yukihiro, Evangeline Athanasia Katherine McDowell, Misa Kakizaki, Chachamaru Karakuri, Anna Cocolova, Satomi Hakase, Yue Ayase, Kazumi Asakura, Satsuki Yotsuba, Nagi Springfield, Haruna Saotome, Chisame Hasegawa, Fuuka Narutaki, Asuna Kagurazaka, Negi Springfield, Shizuna Minamoto, Eiko, Zazie Rainyday, Eishun Konoe, Ryomen Sukana no Kami"
Maria-sama ga Miteru,"At Lillian Girls’ Academy, a renowned all-girls Catholic school, pairs of girls become soeurs, or “sisters”, in order to support and guide each other during their time at school. The shy Yumi Fukuzawa thought she was far too ordinary to attract a soeur as popular and beautiful as Sachiko Ogasawara, but for some reason, Sachiko has set her sights on Yumi — but why does she want to become Yumi’s soeur, anyway, and just what will become Sachiko’s soeur entail?<br>
<br>
(Source: Maiden Japan)","Drama, Romance, Slice of Life",13.0,69,"Former Rosa Gigantea, Shimako Toudou, Mami Yamaguchi, Yamamura-sensei, Rei Hasekura, Miyuki Oyamada, Mifuyu Uzawa, Yumi Fukuzawa, Katsura, Sachiko Ogasawara, Chisato Tanuma, Tomoko, Sei Satou, Eriko Torii, Tsutako Takeshima, Suguru Kashiwagi, Minako Tsukiyama, Youko Mizuno, Yoshino Shimazu, Shiori Kubo, Yuuki Fukuzawa, Shizuka Kanina, Academy Principal, Seiko Kasuga, Sasaki"
Boukyaku no Senritsu,"A great war occurred in the 20th century between humans and monsters. Since that time, the monsters rule the world in fear but keep relatively hidden from public view. A boy named Bokka ponders the past and wonders what became of the Meros Warriors who defended the world so bravely against the demons. He soon meets Kurofune and learns of the power of the Meros and the I-bar machines they ride in battle. Warriors are the only ones who can see and hear the Melody of Oblivion, a phantom girl hidden away waiting to be rescued and be the savior of mankind. During a battle between Kurofune and a demon, Bokka discovers something only his wildest dreams could possibly imagine...he too can hear that melody. Throughout his journeys, Bokka meets many monsters and their agents, friends, and companions as he discovers the true extent of his new powers. He must continue to battle evil in the hope of releasing Boukyaku no Senritsu and free a world that has forgotten its once beautiful melody.
<br><br>
(Source: Anime News Network)","Action, Adventure, Fantasy, Horror, Mecha, Sci-Fi",24.0,59,"Solo, Koko Ninna-Nanna, The Melody of Oblivion, Bocca Serenade, Sayoko Tsukinomori, Kuron, Toune Requiem, Masaru Hashimoto, Kurofune Ballad, Nick, Saburou Musashino, Hikari"
"Ima, Soko ni Iru Boku","Shu is a typical Japanese boy, but has an unbeatable, optimistic and determined attitude. However, when he sees a mysterious girl with strange eyes named Lala-Ru up on a smokestack, he is soon pulled into a strange desert world. Shu soon discovers the true terrors of war, which includes genocide, brutal torture, hunger, thirst, and child exploitation. Now Shu is trying to save Lala-Ru, as well as his hard earned, and often relunctant, new friends from the insane dictator, Hamdo. Whether Shu can possibly accomplish saving those he cares about while still holding up to his values remains to be seen. <br><br>
(Source: Anime News Network) ","Adventure, Drama, Fantasy, Sci-Fi",13.0,73,"Tabool, Hamdo, Shuuzou Matsutani, Lala-Ru, Soon, Nabuca, Abelia, Sis, Sara Ringwalt, Boo, Elamba, Kazam, Oda, Isha"
PEACE MAKER Kurogane,"Although traumatized by witnessing the murder of his parents by one of the Choushuu, Ichimura Tetsunosuke's thirst for revenge lead him to desire strength. At the age of 15, Tetsunosuke approached the Shinsengumi, wanting to become one of its members. However, Tetsunosuke lacked the skill, mind and will to emotionlessly cut down whoever threatened peace and the Shinsengumi. Even with the support of his brother Tatsunosuke and his newfound friends of the Shinsengumi, little did Tetsunosuke know the blood and pain he would have to face being part of this historical group.","Action, Comedy",24.0,68,"Sanosuke Harada, Tatsunosuke Ichimura, Shinpachi Nagakura, Susumu Yamazaki, Toshizo Hijikata, Toshimaru Yoshida, Heisuke Todou, Saizo, Saya, Akesato, Ryoma Sakamoto, Tetsunosuke Ichimura, Keisuke Yamanami, Souji Okita, Isami Kondo, Suzu Kitamura, Ayumu Yamazaki, Hajime Saitou, Hana"
Pitaten,"Kotarou was pretty much supposed to be your average boy, worried about the pressures of education while enjoying a simple life with his friends. Much to his despair, he one day finds the overly cheerful Misha at his door, asking to be friends out of nowhere. Even more shocking is that Misha is an apprentice angel, yet she does more bad then good. Along with Kotarou's school friends Takashi and Koboshi and the so called devil Shia (once again being able to do more good then bad), the group of friends spend their days getting into all sorts of adventures and troubles. Based on the manga by Koge-Donbo.","Comedy, Fantasy, Romance",26.0,65,"Koboshi Uematsu, Misha, Sasha, Kotarou Higuchi, Shia, Takashi Ayanokouji, Kaoru Mitarai, Nyaa, Hiroshi Mitarai, Shino Higuchi"
Power Stone,"An ancient legend tells of a magical Powerstone that granted its owner any wish desired. Adventurers from all over the globe clash as they seek this mystical gem. <br><br>
Based upon the Dreamcast game, POWERSTONE tries to entertain us with the story behind the game's premise. The plot begins with our hero, Fokker, training to be a fighter like his idol, Vargas. <br><br>
(Source: AniDB)","Adventure, Comedy, Fantasy",26.0,62,"Ayame, Jack Winslow, Valgas, Rouge, Edward Fokker, Wang-Tang, Ryouma, Apollis, Gunrock, Kraken, Galuda, Di Gi Charat, Pride Fokker, Jane Fokker, Kikunojou, Narrator"
Mononoke-hime,"A calm village residing in the mountains comes under attack from a demon-possessed boar one day.<br><br>
Ashitaka, a young man and prince of the tribe, engages the creature in an attempt to save his village. During the battle, the boar bites him on the arm, leaving it blackened and cursed. Following his village's traditions, Ashitaka is exiled and becomes a wanderer, looking for a solution to the curse before it engulfs him.<br><br>
Iron Town is a fortress under the leadership of Lady Eboshi. Through the clearing of the surrounding forests, Iron Town produces large amounts of Ironsand, used for gunpowder and other machinery. However, because of the forests destruction, nearby animal clans seek revenge led by a human girl of the Wolf clan called San.<br><br>
When Ashitaka comes to Iron Town, he discovers the area consumed in battle. Horrified, he attempts to create peace and befriend the Wolf Clan. However, after the forest's eradication and the ongoing war between Human and Beast, will the Spirit of the Forest be forgiving and accept Ashitaka's request to expel his curse?<br><br>
[Written by MAL Rewrite]","Action, Adventure, Drama, Fantasy",1.0,85,"Toki, San, Kaya, Bou Jiko, Eboshi Gozen, Ashitaka, Kohroku, Moro no Kimi, Okkotonushi, Gonza, Yakul, Hii-sama, Shishigami, Kodama"
RahXephon,"In the year 2012 Japan was invaded by the Mu. Human-like beings from another dimension with blue blood.<br><br>
In the year 2015 Tokyo is attacked by invaders, who are repelled by a humanoid weapon called a Dolem. During the chaos, Ayato Kamina meets Reika Mishima, a classmate.<br><br>
During that same day, he is attacked by government officials but a woman named Haruka comes to his rescue, informing him that she was sent to get him by the Organization TERRA, and that Tokyo had been sealed in a time rift where time flows one third as fast as the outside world.<br><br>
He flees from Haruka onto a train where he sees Reika once more. Arriving at the Room of Rah, he follows her to a tremendous egg where the Dolem RahXephon is hatched from, and upon her singing his mother appears atop the Dolem that had stopped the TERRA Invasion. In the battle Ayato's mother is injured, and Ayato flees Tokyo Jupiter with Haruka upon seeing his mother's blue blood. ","Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",26.0,70,"Megumi Shitow, Mamoru Torigai, Quon Kisaragi, Haruka Shitow, Reika Mishima, Jin Kunugi, Sayoko Nanamori, Makoto Isshiki, Shirow Watari, Kim Hotal, Johji Futagami, Maya Kamina, Ayato Kamina, Itsuki Kisaragi, Hiroko Asahina, Masayoshi Kuki, Souichi Yakumo, Elvy Hadhiyat, Helena von Baehbem, Ernst von Bähbem, Shougo Rikudo"
Samurai 7,"In the far distant future, on a planet that might have been called ""earth"", there was a war between samurai who mechanized their bodies. After the long war, people enjoyed a modest peace.<br><br>
Facing starvation and abductions at the hands of fearsome mechanized bandits (Nobuseri), the farmers of Kanna Village make the dangerous choice to hire samurai for protection. The village's water priestess, Kirara, her younger sister, Komachi, and a heartbroken villager, Rikichi, set off to hire willing samurai with nothing to offer but rice from their meager harvests. Through dangerous encounters and a bit of luck, seven samurai of varying specialties and experience are gathered for an epic battle against the bandits and the merchants that influence them.<br><br>
<i>Note: Samurai 7 is based loosely upon Kurosawa Akira's famous movie ""Seven Samurai""/""Shichinin no Samurai"".</.i>","Action, Mecha, Sci-Fi",26.0,70,"Kirara, Kikuchiyo, Kambei Shimada, Gorobei Katayama, Warya, Hyogo, Heihachi Hayashida, Katsushiro Okamoto, Shichiroji, Kyuzo, Rikichi, Komachi, Ukyo, Okara, Sanae, Setsu, Masamune, Ayamaro, Yukino, Manzou, Tessai, Mosuke, Shino, Honoka"
Scrapped Princess,"Pacifica Cassul is a kindhearted girl living on the run, for prophecy has named her the poison that would destroy the world. Known as the Scrapped Princess, she’s the target of countless followers of a powerful religion. But even when it seems like the whole world is out to get her, she always has her two adoptive siblings - Shannon and Raquel. Together they travel the countryside, making new friends and battling countless foes. Bit by bit, they uncover the incredible truth behind the prophecy and its ties to mysterious events from 5,000 years ago. With the fate of the world in her naïve hands, Pacifica and her siblings must learn who to trust and take on enemies of godly power. But for all their struggle, should such a poison be allowed to live?<br>
<br>
(Source: Funimation)","Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi",24.0,71,"Winia Chester, Shannon Casull, Fulle, Gloria, Senes Giat, Carol Casull, Cz, Celia Mauser, Raquel Casull, Galil, Socom, Elfitine, Pacifica Casull, Zephiris, Steyr, Leopold Scorpse, Kidaf Gillot, Doyle Barrett, Christopher Armalite, Eirote Borchard, Yuma Nambu Casull, Forsis, Natalie, Swin, Berkens Tanhoglio"
Scryed,"A strange environmental phenomenon 22 years ago in the Kanazawa prefecture caused the land to split and protrude upwards reaching unprecedented heights, creating the secluded area known as The Lost Ground. Kazuma is a young mercenary who lives in the Lost Ground, looking for any work he can find to sustain his livelihood within the harsh environment. He is one of the few people that are gifted with the Alter ability, which allows him to plaster his right arm and torso with a metallic alloy. When this mercenary encounters HOLY, an order whose purpose is to suppress and capture what they call Native Alter Users, and one of the elite members of HOLY, Ryuho, an epic rivalry begins.<br><br>
(Source: Anime News Network)","Action, Adventure, Sci-Fi",26.0,70,"Kazuma, Straight Cougar, Kanami Yuta, Ayase Terada, Hou Ryuu, George Tatsunami, Kunihiko Kimishima, Kyoji Mujo, Urizane, Unkei, Emergy Maxfell, Akira Terada, Sou Kigetsuki, Asuka Tachibana, Martin Zigmar, Mimori Kiryu, Scheris Adjani, Biff, Elian Zigmar, Narrator"
Shingetsutan Tsukihime,"Shiki Tohno sustained a life threatening injury as a child, and due to that incident he was sent away from the Tohno household and was given to a relative to be raised. Years later, when Shiki is in high school, the head of the Tohno household&mdash;his father&mdash;dies, and he is ordered to move back in by his sister Akiha, who is the new head of the household. However, Shiki holds a huge secret. Ever since that injury, he has been seeing lines on objects, and only with a special pair of glasses is he able to stop seeing them. Also he is unable to remember anything well from the time before his accident. The day he moves back to the Tohno household is the day he stumbles upon a woman named Arcueid Brunstud and decapitates her with one stab of his knife in a temporary fit of insanity. When she suddenly showed up beside him later alive and well, and ask him to be her bodyguard, Shiki's journey to unravel the mysteries of his past begins.
<br><br>
(Source: Anime News Network)","Action, Horror, Mystery, Romance, Supernatural",12.0,60,"Shiki Tohno, Ciel, Akiha Tohno, Arihiko Inui, Arcueid Brunestud, Kohaku, Michael Valdamjong, Hisui, Satsuki Yumizuka, Nrvnqsr Chaos, Aoko Aozaki, Kouma Kishima, Keiko Arima, SHIKI Tohno, Makihisa Tohno"
